HELI_IDENT	RMK_SEQ	REMARKS	CYCLE_DATE
GM30895	3	CAUTION - PILOTS SHALL EXERCISE CAUTION TO AVOID OVERFLYING THE CITIES OF KINDSBACH AND LANDSTUHL. FLIGHTS TO THE NORTH, CONVENTIONAL TRAFFIC PATTERN AT RAMSTEIN IS 2000 FT MSL, AND JET TRAFFIC PATTERN IS AT 2500FT MSL.	200206



GM30895	4	MISCELLANEOUS - ALL ROUTES ARE BI-DIRECTIONAL, FLOWN AT OR BELOW 2500FT MSL. SPECIAL VFR MINIMA (R/W): CLEAR OF CLOUDS. THE FOLLOWING COMPULSORY REPORTING POINTS (CRP) WILL BE USED FOR RAMSTEIN CONTROL ZONE:  A. NORTH ROUTE - GLAN MUNCHWEIL	200206



GM30895	5	ER AND OLSBRUCKEN.  B. SOUTH ROUTE - LINDEN AND MIESAU.  LANDSTUHL HOSPITAL PROCEDURES.  A. URGENT MEDEVAC PROCEDURES:       1. ARRIVAL SOUTH: ARRIVING FROM LINDEN: DEPART LINDEN ON HEADING 294  TO AUTOBAHN 62.           FOLLOW AUTOBAHN 62	200206



GM30895	6	TOWARDS THE NORTH AT OR ABOVE 500FT AGL. TURN RIGHT OVER          SECOND BRIDGE (LV95107325) AFTER TUNNEL. LAND TO THE EAST. AVOID BUILT UP AREAS.       2. ARRIVAL NORTH: ARRIVAL FROM LANDSTUHL WEST: FOLLOW AUTOBAHN 62 SOUTH AT OR	200206



GM30895	7	ABOVE 500FT AGL. TURN LEFT OVER FIRST BRIDGE (LV95107325) ON AUTOBAHN 62. LAND TO THE          EAST. AVOID BUILT UP AREAS.  B. ALL OTHER AIRCRAFT LANDING AT LANDSTUHL HOSPITAL WILL PROCEED ON DEPICTED VFR     ARRIVAL/DEPARTURE ROUTES TO LAN	200206



GM30895	8	DSTUHL WEST: FOLLOW AUTOBAHN 62 SOUTH AT OR ABOVE     500FT AGL. TURN LEFT OVER FIRST BRIDGE (LV95107325) ON AUTOBAHN 62. LAND TO THE EAST.  C. DEPARTURES: AIRCRAFT DEPARTING WILL DEPART WEST VIA LANDSTUHL WEST ON DEPICTED      VFR ARRIVAL/	200206



GM30895	9	DEPARTURE ROUTES.  EMERGENCY MED EVAC FLIGHTS SO STATE FOR PRIORITY HANDLING.  FOR OTHER SPECIAL NOTES, SEE GENERAL DATA. ARRIVALS - AIRCRAFT ARRIVING FROM THE SOUTH SHALL USE CRP LINDEN. AIRCRAFT ARRIV	200206



GM30895	10	ING FROM THE EAST SHALL CIRCUMNAVIGATE THE CONTROL ZONE TO THE SOUTH AND ENTER AT CRP LINDEN. TRANSITIONS - AIRCRAFT TRANSITIONING BETWEEN THE NORTH RTE AND THE SOUTH RTE VIA	200206



GM30895	11	MIESENBACH, LANDSTUHL WEST, AND HAUPTSTUHL SHALL PASS WEST OF OF LANDSTUHL AHP.UNLESS LANDING AT LANDSTUHL AHP, AVIOD OVERFLYING LANDSTUHL AHP, LANDSTUHL ARMYHOSPITAL, OR LANDSTUHL JOHANNIS HOSPITAL.	200206



GM34171	1	RESTRICTED - AVOID OVERFLYING TOWNS AND OTHER DENSELY POPULATED AREAS. LANDINGS WITH ARMED ARICRAFT PROHIBITED. MISCELLANEOUS - FOR SPECIAL NOTES SEE GENERAL DATA.	200204



GM34171	2	ARRIVALS - CONTACT WITH KOLN/BONN TWR SHALL BE ESTABLISHED AT LEAST 5 MINUTES PRIOR TO FIRST CRP. PILOTS WHO CANNOT CONFORM TO VFR ARRIVAL ROUTES SHALL USE A STANDARD INSTRUMENT ARRIVAL ROUTE AND CONTACT KOLN/BONN TWR AT LEAST 25 NM FROM AI	200204



GM34171	3	RPORT.  MILITARY ACFT USING KOLN/BONN MILITARY SITE CONTACT KOLN/BONN MILITARY GROUND SERVICES ON FREQ 254.65 OR 136.25 15 MINUTES PRIOR TO LANDING. REPORT ATA AND ATD ON SAME FREQUENCY.  HELICOPTERS USING HOVER TAXI FOLLOW TWY CENTERLINES	200204



GM34171	4	TO AVOID FOREIGN OBJECT DAMAGE.	200204



GM36245	1	RESTRICTED - AVOID OVERFLIGHT OF TOWN OF LANDSBERG. CAUTION - GLIDER FLYING ON WEEKENDS AND HOLIDAYS TO 5000FT MSL WITHIN 5 NM OF AIRFIELD.	200204



GM36245	2	TRAFFIC PATTERN - JET PATTERN SOUTH OF RUNWAY. MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA. ARRIVALS - ALL PILOTS CONTACT WING-OPS ON FREQUENCY 142.85MHz 20 MINUTES PRIOR T	200204



GM36245	3	O LANDING.	200204



GM38712	1	RESTRICTED - DO NOT OVERFLY VILLAGE OF GROSSLANGHEIM IN 1 NM FINAL RWY 25. AVOIDOVERFLIGHT OF BUILT-UP AREAS. TRAFFIC PATTERN - F/W USE N TFC PAT 1700FT MSL; R/W USE N TFC PAT 1200FT MSL, AN	200204



GM38712	2	D S TFC PAT 1200FT MSL. CH-47 MAY USE F/W TFC PAT. MISCELLANEOUS - ACFT CTC GIEBELSTADT TWR PRIOR TO TKOF/LDG. FOR SPECIAL NOTES, SEE GENERAL DATA.	200204



GM38712	3	ARRIVALS - R/W APCH/DEP TO/FROM MIDFIELD, ABEAM TWY 4.  VFR REPORTING POINT LOCATIONS:  POINT                           MGRS                  LAT LONG  IPHOFEN                      NA 894 064          N49 42 12.00	200204



GM38712	4	E010 14 33.00  MAINSONDHEIM         NA 842 159          N49 47 29.00        E010 10 39.00	200204



GM40032	1	RESTRICTED - AVOID OVERFLIGHT OF HATCHED AREAS UNLESS CLEARED BY TOWER OR AUTHORIZED BY MILITARY AUTHORITY. TRAFFIC PATTERN - TRAFFIC CIRCUIT SOUTH OF RUNWAY.	200204



GM40032	2	MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA.	200204



GM43621	1	TRAFFIC PATTERN - NORTH: FIXED WING ONLY UNLESS CLEARED BY ATC. 1400 FT PATTERNALT. PILOT SHOULD REQUEST AND FLY 1900 FT WHEN AVAILABLE THROUGH ATC. SOUTH: ROTARY WING ONLY UNLESS CLEARED BY ATC. 1000	200207



GM43621	2	FT PATTERN ALTITUDE UNLESS HIGHER IS REQUESTED AND CLEARED BY ATC. NVS TRFC PATTERN 700 FT. NOISE ABATEMENT - A: EXCEPT IN EMERGENCIES, OVERFLIGHT OF ALL COMMUNITIES WITHIN	200207



GM43621	3	THE CTL ZONE AND LOCAL AREA IS PROHIBITED. ALL INADVERTANT OR SAFETY RELATED OVERFLIGHTS WILL BE REPORTED IMMEDIATELY TO BASE OPS. B: DO NOT OVERFLY HORSE FARM AT MA 482 429 (ROUTE WHISKEY) AND SCHOOL	200207



GM43621	4	AT MA 524 365 (ROUTE SIERRA).                                         C: ALL TRANSIENT AIRCREWS REPORT TO BASE OPS FOR NOISE ABATEMENT BRIEFING PRIOR TO CONDUCTING TRAINING IN THE CTL ZONE TO INCLUDE TRAFFIC PATTERNS.	200207



GM43621	5	MISCELLANEOUS - REDUCE AIRSPEED TO 140 KTS OR LESS WITHIN 10 NM WHEN PRACTICAL. AIRCRAFT ENROUTE FROM FRF TO WBD, CONTACT WBD TOWER AT CRP WEILBACH. ROUTE NOVEMBER ONE-WAY AT NIGHT, INBOUND ONLY AT NIGHT WHEN TOWER CLOSED.  REPORTING POINTS	200207



GM43621	6	:  NIEDERHAUSEN          MA 520 551           N50  08 46.23    E008 19 41.51 RESTSTOP                   MA 541 499            N50  05 58.47    E008 21 29.57  EDNA                             MA 563 451            N50  03 23.67    E00	200207



GM43621	7	8 23 22.27  IGSTADT                       MA 525 470            N50  04 20.53 E008 20 10.48  WEILBACH                    MA 604 452            N50  03 27.94 E008 26 48.42  BRIDGE                         MA 514 363            N49  58 3	200207



GM43621	8	7.39    E008 19 19.87  WANDA                         MA 383 418            N50 01 31.09    E008 08 19.03  CYNTHIA                       MA 469 419            N50  01 37.31    E008 15 31.17  FOR SPECIAL NOTES, SEE GENERAL DATA.	200207



GM43621	9	ARRIVALS - NORTH: ROUTE NOVEMBER: REPORT CRP NIEDERHAUSEN AT 1400 FT. PROCEED ONDEPICTED GROUND TRACK EAST OF AUTOBAHN A3 TO CRP RESTSTOP. THEN: ROTARY WING: CONTINUE ON THE DEPICTED GROUND TRACK DESC	200207



GM43621	10	ENDING TO 1000 FT AT CRP EDNA. CONTINUE INBOUND ALONG AUTOBAHN 66, TURN LEFT ON EXTENDED CENTERLINE TO LAND RWY 25, ORTURN LEFT WHEN IN POSITION TO ENTER CROSSWIND LEG OF SOUTH TRAFFIC FOR LANDING RWY 07.	200207



GM43621	11	FIXED WING LANDING RWY 25: CONTINUE ON DEPICTED GROUND TRACK DESCENDING TO 1000 FT AT CRP EDNA. CONTINUE INBOUND ALONG AUTOBAHN 66, TURN LEFT ON EXTENDED CENTERLINE TO LAND RWY 25.                        FIXED WING LANDING RWY 07: AT CR	200207



GM43621	12	P RESTSTOP TUR RIGHT HEADING 207  TO CRP IGSTADT AND ENTER NORTH TRAFFIC FOR LANDING RWY 07.                        EAST: ROUTE ECHO: REPORT CRP WEILBACH AAT 1400 FT.  PROCEED ALONGAUTOBAHN A66 DESCENDING TO 1000 FT AT CRP EDNA. CONTINUES A	200207



GM43621	13	LONG AUTOBAHN, TURN LEFT ON EXTENDED CENTERLINE TO LAND RWY 25 OR ENTER CROSSWIND SOUTH TFC LANDING RWY 07. (NOT AUTHORIZED FOR FW WEIGHING MORE THAN 12,500 LBS.)                        ROUTE APACHE: DECONFLICTION ROUTE, USE ONLY WHEN INSTR	200207



GM43621	14	UCTED BY ATC. REPORT CRP WEILBACH AT 1400 FT. PROCEED ALONG AUTOBAHN A66 THEN ONDEPICTED GROUND TRACK BTWN MASSENHEIM AND DELKENHEIM. WHEN PAST DELKENHEIM DESCEND TO 1000 FT TO ENTER SOUTH TRAFFIC.                       SOUTH: ROUTE SIERRA	200207



GM43621	15	: REPORT CRP BRIDGE AT 1400 FT. FLY HEADING 030  UNTIL ABEAM MAIN RIVER BRIDGE. TURN LEFT TO HEADING 325  (REMAIN AT LEAST 600 METERS WEST OF AUTOBAHN (A671) WHEN ABEAM HOCHHEIM). THEN:                        ROTARY WING: WHEN PAST AUROBAHN	200207



GM43621	16	INTERSECTION NW OF HOCHHEIM (MA522414) DESCEND TO 1000 FT AND ENTER SOUTH TRAFFIC AT SOUTHWEST CORNER OF PATTERN.                        FIXED WING LANDING RWY25: CONTINUE TO AUTOBAHN INTXN (A671 & B455, MA495426) ENTER NORTH TRAFFIC AT C	200207



GM43621	17	ROSSWIND LEG. AVOID OVERFLIGHT OF HOTELS AT BIEHLER (MA490440). FIXED WING LANDING RWY 07: ENTER EXTENDED RIGHT BASE FOR LANDING RWY 07. WEST: ROUTE WHISKEY: REPORT CRP WANDA AT 1400 FT. PROCEED OV	200207



GM43621	18	ERHEAD RHEIN RIVER TO CRP CYNTHIA (RR BRIDGE AND ISLAND INTXN). AT CRP CYNTHIA TURN LEFT HEADING 055  REMAIN 500 METERS SOUTH OF HORSE FARM (MA482429). MAINTAIN1400 FT UNTIL INITIATING APPROACH TO TWY 07 OR:                        ROTARY W	200207



GM43621	19	ING WING LANDING RWY 25: ENTER CROSSWIND LEG SOUTH TRAFFIC FOR LANDING RWY 25. FIXED WING LANDING RWY 25: TURN LEFT AFTER CROSSING AUTOBAHN (A671) TO ENTER CROSSWIND LEG NORTH TRAFFIC FOR LANDING RWY 25.	200207



GM43621	20	DEPARTURES - NORTH: ROUTE NOVEMBER:                                ROTARY WING: DEPART EAST TO CRP EDNA. EXPEDITE CLIMB TO 1400 FT, THEN NORTHERLY ON DEPICTED GROUND TRACK EAST OF AUTOBAHN (A3) TO CRP RESTSTOP AND CRP NEIDERNHAUSEN.	200207



GM43621	21	FIXED WING DEPARTING RWY 25: DEPART NORTH TRAFFIC AT CRP IGSTADT, TURN LEFT HEADING 027  TO CRP RESTSTOP, THEN NORTHERLY ON DEPICTED GROUND TRACK EAST OF AUTOBAHN (A3) TO CRP NIEDERNHAUSEN.	200207



GM43621	22	FIXED WING DEPARTING RWY 07: DEPART EAST TO CRP EDNA. EXPEDITE CLIMB TO 1400 FT, THEN NORTHERLY ON DEPICTED GROUND TRACK EAST OF AUTOBAHN (A3) TO CRP RESTSTOP AND CRP NEIDERNHAUSEN.                               EAST: ROUTE ECHO: DEPART	200207



GM43621	23	EAST TO CRP EDNA, EXPEDITE CLIMB TO 1000 FT THEN ALONG AUTOBAHN (A66) TO CRP WEILBACH. CONTACT FRANKFURT ATC PRIOR TO CRP WEILBACH  FOR FRANKFURT A66 TRANSITION. (NOT AUTHORIZED FOR FW WEIGHING MORE THAN 12,500 LBS).	200207



GM43621	24	ROUTE APACHE: DECONFLICTION ROUTE, USE ONLY WHEN INSTRUCTED BY ATC. DEPART SOUTH TRAFFIC AT 1000 FT PROCEED DEPICTED GROUND TRACK BTWN DELKENHEIM AND MASSENHEIM TO AUTOBAHN A66 THEN TO CRP WEILBACH. CONTACT FRANKFURT ATC	200207



GM43621	25	ABEAM CRP EDNA FOR FRANKFURT 166 TRANSITION. (NOT AUTHORIZED FOR FW WEIGHING MORE THAN 12,500 LBS).                                SOUTH: ROUTE SIERRA: ROTARY WING: DEPART SOUTH TRAFFIC AT SW CO	200207



GM43621	26	RNER OF TRAFFIC PATTERN CLIMBING TO 1000 FT. CONTINUE ON HEADING 145  TO THE MAIN RIVER BRIDGE (MA531390) (REMAIN AT LEAST 600 METERS WEST OF A671 WHEN ABEAM HOCHHEIM). THEN HEADING 210  TO CRP BRIDGE.	200207



GM43621	27	FIXED WING DEPARTING RWY 25: TURN LEFT TO INTERCEPT 145  HEADING TO THE MAIN RIVER BRIDGE (MA531390) CLIMBING TO 1400 FT. (REMAIN AT LEAST 600 METERS WEST OF A671 WHEN ABEAM HOCHHEIM). tHEN HEADING 210  TO CRP BRIDGE.	200207



GM43621	28	FIXZED WING DEPARTING RWY 07: DEPART NORTH TRAFFIC ON BASE LEG TO INTERCEPT 145  HEADING TO MAIN RIVER BRIDGE (MA531390), (REMAIN AT LEAST 600 METERS WEST OF A671 WHEN ABEAM HOCHHEIM), THEN HEASDING 210  TO C	200207



GM43621	29	RP BRIDGE.                              WEST: ROUTE WHISKEY: ROTARY WING; PROCEED HEADING 235  (AVOID OVERFLIGHT HORSEFARM (MA482429) EXPEDITE CLIMB TO 1000 FT TO CRP CYNTHIA, THEN OVERHEAD RHINE R	200207



GM43621	30	IVER TO CRP WANDA.                                           FIXED WNG DEPARTINGRWY 25: HEADING 235  (AVOID OVERFLIGHT OF HORSE FARM MA482429) EXPEDITE CLIMB TO 1400 FT TO CRP CYNTHIA, THEN OVERHEAD RHINE RIVER TO CRP WANDA.	200207



GM43621	31	FIXED WING DEPARTING RWY 07: DEPART NORTH TRAFFIC ATBASE/FINAL CORNER TO INTERCEPT HEADING 235  (AVOID OVERFLIGHT HORSE FARM MA482429) EXPEDITE CLIMB TO 1400 FT TO CRP CYNTHIA, THEN OVERHEAD RHINE RIVER TO CRP W	200207



GM43621	32	ANDA. TRANSITIONS - ALL AREA TRANSITIONS WILL BE ON PUBLISHED ARRIVAL AND DEPARTURE ROUTES, MAINTAINING 1400 FT MSL. SEE FRANKFURT PUBLISHED VFR ARRIVAL AND DEPARTURE	200207



GM43621	33	ROUTES FOR CONTINUATION OF ROUTES ECHO AND APACHE AS A66 TRANSITION THROUGH FRANKFURT.	200207



GM51777	1	MISCELLANEOUS - CONTACT SAARBRUCKEN TOWER AT LEAST 5 MINUTES PRIOR TO REACHING THE COMPULSORY REPORTING POINTS (CRP).  FOR SPECIAL NOTES, SEE GENERAL DATA.	200206



GM51956	1	RESTRICTED - DO NOT OVERFLY THE HOSPITAL AREA KAISERWERTH 0.8 NM FROM THRESHOLD RUNWAY 15. TRAFFIC PATTERN -  LOCATIONS:             NOVEMBER    N51 24.4 E06 44.8	200204



GM51956	2	ECHO               N51 11.5 E06 56.5             SIERRA           N51 08.5 E06 47.2 MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA.	200204



GM51956	3	ARRIVALS - RADIO CONTACT WITH DUSSELDORF TOWER SHALL BE ESTABLISHED AT LEAST 5 MINUTES PRIOR TO REACHING THE FIRST COMPULSORY REPORTING POINT (CRP) ON 118.3. DEPARTURES - CALL DUSSELDORF DELIVERY 121.775 FOR START-UP CLEARANCE ON APRON. T	200204



GM51956	4	AXI CLEARANCE GIVEN BY DUSSELDORF ROLKONTOLLE (GND CON) 121.9.	200204



GM60209	1	RESTRICTED - CLOSED TO JET AIRCRAFT BETWEEN 0600-0800Z AND 1100-1400Z. PPR OTHERTIMES. CAUTION - WATCH FOR HELICOPTER TRAFFIC EAST SOUTHEAST OF NCRP WHISKEY UP TO 500F	200204



GM60209	2	T AGL.  CAUTION: GLIDER FLYING WEEKENDS AND HOLIDAYS TO 3500FT MSL WITHIN 3NM OFAIRFIELD.   WEST TAXIWAY CLOSED. MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA.	200204



GM60209	3	ARRIVALS - ESTABLISH RADIO CTC BUCKEBURG TWR 3 MIN PRIOR TO REACHING A CRP. RADIO MONITORING REQ 3 MIN AFTER LEAVING CRP.  ARR  SIERRA/SIERRA ECHO ARE TO BE PERFORMED DIRECT FROM SIERRA 3 TO THE PRESCRIBED LANDING AREA UNLESS OTHERWISE INST	200204



GM60209	4	RUCTED. DEP SIERRA/SIERRA ECHO ARE TO BE PERFORMED FROM THE DEP AREA DIRECT INBOUND SIERRA 3 UNLESS OTHERWISE INSTRUCTED.  AIRCRAFT USING ARRIVAL RTE VIA NOVEMBER 1 CRP AND NOVEMBER EHCO CRP - AVOID OVFT OFVILLAGES OF RADERHORST AND WIEDENS	200204



GM60209	5	AHL FOR NS ABTMT.	200204



GM61269	1	MISCELLANEOUS - FOR SPECIAL NOTES, SEE GENERAL DATA. ARRIVALS - ON VFR APPROACHES RADIO CONTACT SHALL BE ESTABLISHED WITH MUNCHEN TWRAT LEAST 5 MINUTES PRIOR TO FOXTROTT 1.	200205



GM61269	2	DEPARTURES - CLEARANCES FOR VFR DEPARTURES VIA HOTEL MAINLY DEPEND ON TRAFFIC SITUATION AT ERDING MIL AIRPORT.	200205



GM61279	1	RESTRICTED - MAX ALTITUDE TO BE FLOWN ON ALL ARR/DEP ROUTES IS 3500FT. APPROACHES AND DEPARTURES TO AND FROM HELIPORTS WILL AVOID FLYING OVER BUILT UP AREAS. VFR FLIGHTS INTO OR OUT OF STUTTGART AIRFIELD AND PATCH AHP SHOULD USE EAST OR WES	200206



GM61279	2	T ROUTES WHENEVER POSSIBLE. MISCELLANEOUS - RADIO COMMUNICATION WITH STUTTGART TOWER SHALL BE ESTABLISHED ATTHE LATEST 5 MINUTES PRIOR TO REACHING THE FIRST CRP ON FREQUENCY 119.05 MHZ. W	200206



GM61279	3	HEN APPROACHING, PAY ATTENTION TO INTENSIVE GLIDER ACTIVITY OUTSIDE CTLZ.  COMPULSORY REPORTING POINTS:  ECHO 1               N48 48.7            E009 19.5  ECHO 2               N48 45.8            E009 11.9  OSCAR               N48 37.6	200206



GM61279	4	E009 19.9  LIMA                    N48 36.7            E009 08.6  SIERRA              N48 36.8            E009 13.9  WHISKEY 1        N48 46.5 E009 00.8  WHISKEY 2        N48 43.0             E009 04.1    FOR SPECIAL NO	200206



GM61279	5	TES, SEE GENERAL DATA. ARRIVALS - HELICOPTER AND LIGHT AIRCRAFT APPROACH AIRPORT ON FLIGHT PATH TO KEEPCLEAR OF APPROACH, TAKE-OFF AND MANEUVERING AREAS. BEWARE OF POSSIBLE WAKE TURB	200206



GM61279	6	ULENCE. MAX ALTITUDE 3500FT. DEPARTURES - DEPARTING HELICOPTERS SHALL TURN AWAY FROM THE MANEUVERING AREA IMMEDIATELY AFTER FIELD BOUNDARY AND LEAVE THE TRAFFIC CIRCUT AVOIDING THE APPROACH	200206



GM61279	7	AND TAKE-OFF AREA, MAX ALTITUDE 3500FT. TRANSITIONS - ENTRY/DEPARTURE CORRIDORS TO/FROM ARMY HELIPORTS-  PATCH BKS. - ARRIVAL: FROM CRP WHISKEY 2 PROCEED DIRECT TO A POSITION NW OF PATCH BKS, MAKE FIN	200206



GM61279	8	AL APPROACH TO SE; FROM CRP WHISKEY 1 PROCEED DIRECT TO PATCH BKS, MAKE FINAL APPROACH TO SE.  DEPARTURE: DEPART HELIPORT TO NW, THEN DIRECT TO CRP WHISKEY 1 OR2. AVOID OVERFLYING ALL BUILDINGS.  KELLY BKS. - REMAINING CLEAR OF THE ASEMWAL	200206



GM61279	9	D HIGH RISE APARTMENTS BY 0.3NM. MAKE FINAL APPROACH TO W. DEPART USING REVERSE PROCEDURE. CLIMB TO 2000FT.	200206



GM66879	1	RESTRICTED -STRICT ADHERENCE TO NO FLY AREAS.  NO OVERFLIGHT OF PATRICK HENRY VILLAGE RESIDENTIAL AREA. CONDUCT ALL OPERATIONS SOUTH OF THE CLOSED RUNWAY. NO OVERFLIGHT OF RESIDENTIAL AREAS. NOAPU RUNS OVER 5 MINUTES. NO ENGINE STARTS BEFOR	200313



GM66879	2	E PAX ARRIVAL. NO HOVERING NEXT TO THE AFOD BLDG (201). CAUTION - FENCING ALL AREAS OF AIRFIELD INCLUDING ADJACENT TO AND ACROSS CLOSED RUNWAY.  FENCING IN CLOSE PROXIMITY TO PARKING PADS AND TAXI AREAS.	200313



GM66879	3	TRAFFIC PATTERN - NO CLOSED TRAFFIC. MISCELLANEOUS - FLY ALL ROUTES: DAYTIME/NIGHTTIME/NVD - 1000 AGL OR HIGHER. FORSPECIAL NOTES, SEE GENERAL DATA.  CRPS: PHV-N49 22.3, E008 38.0; KETCH-N49 21.5,E	200313



GM66879	4	008 33.0;BRIDGE N49 26.4 E008 38.5; NCRP: QUEEN-N49 32.3, E008 39.7. ARRIVALS - 1. ARRIVING AIRCRAFT CROSS CRP PHV AT A MINIMUM OF 1000 AGL OR HIGHERAND PROCEED NNE ALONG SPEYER STRASSE TO NCRP QUEEN. AFTER CROSSING NCRP QUEENMA	200313



GM66879	5	KE A BROAD LEFT TURN PASSING EAST OF THE RECYCLING CENTER (N49 23.52, E008 39.72) UNTIL ALIGNED TO LAND ON A HEADING OF 260. DEPARTURES - DEPARTURE PROCEDURES ARE THE REVERSE OF THE ARRIVAL PROCEDURES.	200313



GM66879	6	TRANSITIONS - 1. NORTH ARRIVALS/DEPARTURES VIA BRIDGE. USE CAUTION IN VICINITY OF MANNHEIM-NEUOSTHEIM CLASS D AIRSPACE. NO OVERFLIGHT OF HEIDELBERG AND EPPELHEIM. 2. EAST ARRIVALS/DEPARTURES VIA PHV: NO OVERFLIGHT OF LEIMEN AND SANDHAUSEN R	200313



GM66879	7	ESIDENTIAL COMMUNITIES. 3. SOUTH ARRIVALS/DEPARTURES VIA PHV: USA CAUTION IN VICINITY OF WALLDORF CIVIL AIRFIELD: GLIDER/PARACHUTE JUMPING ACTIVITIES. 4. WEST/SOUTHWEST ARRIVALS/DEPARTURES VIA KETSCH: USE CAUTION IN VICINITY OF SPEYER, HERR	200313



GM66879	8	ENTEICH AND HOCKENHEIM CIVIL AIRFIELDS: GLIDER/PARACHUTE JUMPING ACTIVITIES. 5.NORTHWEST ARRIVALS/DEPARTURES: NO OVERFLIGHT OF SCHWETZINGEN AND PLANKSTADT RESIDENTIAL COMMUNITIES. 6. APPROACH/DEPARTURE PATH CROSSES AN 11 FT CHAIN LINK FENCE	200313



GM66879	9	280 FT FROM CENTER OF HELIPAD. RECOMMEND CROSSING HEIGHT 35 AGL OR HIGHER. 7.ARRIVAL/DEPARTURE TOMPKINS BKS HELIPAD VIA BRIDGE.	200313



GM68553	1	RESTRICTED - ALL AIRCRAFT WILL, WEATHER PERMITTING, ADHERE TO PUBLISHED CORRIDORALTITUDES. FLIGHTS INTO EDR136, EXCEPT FOR INTO GAAF, GRAF AHP OR VILSECK AHP, MUST RECIEVE A GTA AVN PRO GUIDE BRIEFING, HAVE A CURRENT GTA MAP AND HAVE A DAI	200208



GM68553	2	LY UPDATE FROM RANGE CONTROL PRIOR TO FILING A FLIGHT PLAN; FONE 475-6912/6913/6332. ALL FLIGHTS TO SOD STRIP MUST HAVE THE GTA AVN PRO GUIDE BRIEFING PRIOR TO ENTRY AND MUST BE IN CONTACT WITH GAAF TOWER AND GRAF RADIO.	200208



GM68553	3	CAUTION - USE EXTRA CAUTION TO AVOID THE MONASTERY AT SPEINSHART, THE ASP AT VILSECK, THE GTA RANGE COMPLEX, GRAFENWOHR AND VILSECK MILITARY COMPLEX AND THE CITIES OF AMBERG, ESCHENBACH, FREIHUNG, GRAFENWOHR, KALTENBRUNN, KIRCHENTHUMBACH, P	200208



GM68553	4	OTTENSTEIN, SORGHOF, AND VILSECK. MISCELLANEOUS - POSITIVE RADIO CONTACT WILL BE ESTABLISHED WITH GRAFENWOHR TOWERPRIOR TO REACHING A CRP.   VFR REPORTING POINT LOCATIONS:  REPORTING POINT	200208



GM68553	5	MGRS                LOCATION/LAT     LOCATION/LON  NUEKIRCHEN PV 8900 9010   N49  32 02.39           E011  36 43.84  SCHONLUND QV 0110 9490   N49  34 23.63           E011  46 53.98  FREIHUNG	200208



GM68553	6	QA 1000 0030   N49  37 06.12           E011  55 16.74  HIRSCHAU QV 1440 9280   N49  32 59.28           E011  57 51.25  DUERNAST QA 1400 0300    N49  38 29.63           E011  57 51.36  LAKE	200208



GM68553	7	PA 8680 2210    N49  49 19.96          E011  3549.50  PRESSATH                      QA 1040 1750   N49 46 23.09           E01155 20.20  PARKSTEIN                     TR 8650 1040    N49 42 29.56	200208



GM68553	8	E012 02 19.03  MAKE ALL RADIO REPORTS TO ADVISORY SERVICE WHEN TOWER IS NOT IN OPERATION.  FOR SPECIAL NOTES, SEE GENERAL DATA. TRANSITIONS -   GRAFENWOHR AAF -   A. TRAFFIC PATTERN IS EAST OF RUNWAY ONLY; F/	200208



GM68553	9	W AT 2700FT MSL, R/W AT 2400FT MSL.  B. WINDS PERMITTING, LANDINGS WILL BE MADE TO RUNWAY 32 AND DEPARTURES FROM RUNWAY     14.  C. DV RAMP PRO, PAX D/O AND P/UON DV1 AND DV2 RSTD TO F/W AIRCRAFT. DUE TO FIXED OBJECTS     CLOSE TO BASE OPS	200208



GM68553	10	. R/W AIRCRAFT RSTD TO USE DV H FOR PAX D/O AND P/U.  D. USE EXTRA CAUTION FOR APCH 32, DEP 14 DUE TO SOD STRIP LOCATED SW OF RUNWAY. REFER      TO APG FOR SOD STRIP INFO.  GRAF AHPS -   A. ARR/DEP VIA ENTRY EXIT POINT 1.  B. GRAF TWR/ADVSY	200208



GM68553	11	CONTROL PADS, MAINTAIN RADIO CONTACT.  C. CONTACT GRAF RADIO INBOUND PRIOR TO ENTRY/EXIT POINT 1 AND OUTBOUND DURING      TAKEOFF.  D. REMAIN BETWEEN 100-200FTAGL, NO FASTER THAN 80KTS.  E. REMAIN CLEAR OF LIVE AMMUNITION RANGES TO THE WE	200208



