ARPT_IDENT	PROC	TRM_IDENT	ICAO	ES_ALT	JULIAN_DATE	AMDT_NO	OPR	HOST_CTRY_AUTH	CYCLE_DATE	ALT_MIN	TRAN_ALT	TRAN_LVL	RTE_TYPE_QUAL
GR88496	3	D10-2  HI VORDME RW10	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	D16    MKR VORDME RW16	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	D34    MKR VORDME RW34	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	EVOR   HI VOR	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	FNDB   NDB	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	I16-1  NDB-ILS-DME RW16	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	I16-3  ILS-DME RW16	LGTS	11700	2005132		USN	HAFC	200505	T	6000		
GR88496	3	N16-2  HI NDB RW16	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	T10-1  TACAN 1 RW10	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	T10-2  HI TACAN 1 RW10	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	T16-1  TACAN 1 RW16	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	T16-2  HI TACAN 1 RW16	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	T34-1  TACAN 1 RW34	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GR88496	3	T34-2  HI TACAN 1 RW34	LGTS	11700	2004358		USN	HAFC	200413	T	6000		
GT05036	2	CANAL2	MGGT		1999252		USA	DGAC	200212	T	19000		
GT05036	2	RABIN2 RABINAL2	MGGT		1999252		USA	DGAC	200212	T	19000		
GT05036	2	SANJB  SAN JOSE BRAVO	MGGT		1999252		USA	DGAC	200212	T	19000		
GT05036	3	S19    VOR RW19	MGGT		2005356		USA	DGAC	200513	T	19000	20000	
HA86034	2	RW10   SID RW10	MTPP		2006047	1	USA	OFNAC	200602	T	17000		
HA86034	2	RW28   SID RW28	MTPP		2006047	1	USA	OFNAC	200602	T	17000		
HA86034	3	D10    VORDME RW10	MTPP		2006047	1	USA	OFNAC	200602	T	17000		
HA86034	3	I10    ILS/DME RW10	MTPP		2006047	1	USA	OFNAC	200602	T	17000		
HK59907	2	ATTO1A ATTOL 1A	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	ATTO1B ATTOL 1B	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	ATTO1C ATTOL 1C	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	ATTO1D ATTOL 1D	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	BEKO1A BEKOL 1A	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	BEKO1B BEKOL 1B	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	BEKO1C BEKOL 1C	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	BEKO1D BEKOL 1D	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	BEKO1E BEKOL 1E	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	BEKO1F BEKOL 1F	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	LAKE1A LAKES 1A	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	LAKE1B LAKES 1B	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	LAKE1C LAKES 1C	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	LAKE1D LAKES 1D	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	LAKE1E LAKES 1E	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	LAKE1F LAKES 1F	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	OCEA1A OCEAN 1A	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	OCEA1B OCEAN 1B	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	OCEA1C OCEAN 1C	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	OCEA1D OCEAN 1D	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	OCEA1E OCEAN 1E	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	OCEA1F OCEAN 1F	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	SAND1A SANDI 1A	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	SAND1B SANDI 1B	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	SAND1C SANDI 1C	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	2	SAND1D SANDI 1D	VHHH		2005356		USN	HKSARCAD	200513	T	9000		
HK59907	3	I07L   ILS/DME RW07L	VHHH		2005244		USN	HKSARCAD	200509	T	9000	13000	
HK59907	3	I07R   ILS/DME RW07R	VHHH		2005076		USN	HKSARCAD	200503	T	9000	13000	
HK59907	3	I25L   ILS/DME RW25L	VHHH		2005076		USN	HKSARCAD	200503	T	9000	13000	
HK59907	3	I25R   ILS/DME RW25R	VHHH		2005076		USN	HKSARCAD	200503	T	9000	13000	
HK59907	3	L07L   LLZ/DME RW07L	VHHH		2005244		USN	HKSARCAD	200509	T	9000	13000	
HK59907	3	L07R   LLZ/DME RW07R	VHHH		2005020		USN	HKSARCAD	200501	T	9000	13000	
HK59907	3	L25L   LLZ/DME RW25L	VHHH		2005076		USN	HKSARCAD	200503	T	9000	13000	
HK59907	3	L25R   LLZ/DME RW25R	VHHH		2005076		USN	HKSARCAD	200503	T	9000	13000	
HO13901	3	D22    VORDME RW22	MHLM		2005300	3	USAF	DGAC	200511	T	19000	20000	
HO13901	3	S22    VOR RW22	MHLM		2005300	3	USAF	DGAC	200511	T	19000	20000	
HO29721	2	LAMES2 LA MESA2	MHSC	11500	2003359		USAF		200313	T			
HO29721	2	LEPAX2	MHSC	11500	2003359		USAF		200313	T			
HO29721	3	G17    RNAV (GPS) RW17	MHSC	11500	2005188	1	USAF		200507	T			
HO29721	3	G35    RNAV (GPS) RW35	MHSC	11500	2005188	2	USAF		200507	T			
HO29721	3	S17    VOR  RW17	MHSC	11500	2005188	2	USAF		200507	T			
HO29721	3	S35    VOR RW35	MHSC	11500	2005188	1	USAF		200507	T			
HO29721	3	T17    TACAN  RW17	MHSC	11500	2005188	2	USAF		200507	T			
HO29721	3	T35    TACAN RW35	MHSC	11500	2005188	1	USAF		200507	T			
HO57554	3	D07    VORDME RW07	MHLC		2005356		USAF	DGAC	200603	T	19500		
HO73243	3	EVOR   VORDME RW02	MHTG		2006047	3	USAF	DGAC	200602	T	19000		
HR10887	2	ALIV1C ALIVO 1C	LDRI		2006047		USA	HR	200602	T			
HR10887	2	ALIV1D ALIVO 1D	LDRI		2006047		USA	HR	200602	T	9500		
HR10887	2	CRE2G	LDRI		2006047		USA	HR	200602	T	9500		
HR10887	2	CRE2H	LDRI		2006047		USA	HR	200602	T			
HR10887	2	GOLN2C GOLUN2C	LDRI		2006047		USA	HR	200602	T	9500		
HR10887	2	GOLN2D GOLUN 2D	LDRI		2006047		USA	HR	200602	T			
HR10887	2	ILB2V	LDRI		2006047		USA	HR	200602	T	9500		
HR10887	2	ILB2W	LDRI		2006047		USA	HR	200602	T			
HR10887	2	PUL1L	LDRI		2006047		USA	HR	200602	T	9500		
HR10887	2	PUL1R	LDRI		2006047		USA	HR	200602	T			
HR10887	3	I14    ILS RW14	LDRI		2006047		USA	HR	200602	T	9500		
HR10887	3	L14    L/DME RW14	LDRI		2006047		USA	HR	200602	T	9500		
HR10887	3	N32    L(NDB)/DME RW32	LDRI		2002304		USA	HR	200401	T	9500		
HR11974	2	RW12   PREFERENTIAL RW12	LDDU		2006075		USA	ATSAC	200603	T	9500		
HR11974	2	RW30	LDDU		2006019		USA	ATSAC	200603	T	9500		
HR11974	3	D12    VORDME RW12	LDDU		2003275	1	USA	ATSAC	200401	T	9500		
HR11974	3	I12    ILS RW12	LDDU		2003275	1	USA	ATSAC	200310	T	9500		
HR20876	3	N14    (NDB) L-Y RW14	LDZD		2005328		USA	HR	200512		9500		
HR27343	3	D23    VORDME RW23	LDZA		2006019	1	USAF	HR	200601	T	9500		
HR27343	3	I05    ILS RW05	LDZA		2006019	3	USAF	HR	200601	T	9500		
HR27343	3	I23    ILS RW23	LDZA		2006019		USAF	HR	200601	T	9500		
HU33408	2	BLP1F  BALAP1F	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	BLP3G  BALAP3G	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	DOS1F  DOSAD1F	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	DOS1U  DOSAD1U	LHBP		2005356	2	USA	HU	200513	T	9000		
HU33408	2	DOS3G  DOSAD3G	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	DOS3V  DOSAD3V	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	ERG1F  ERGOM1F	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	ERG3G  ERGOM3G	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	LIT1F  LITKU1F	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	LIT3G  LITKU3G	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	NOR1F  NORAH1F	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	NOR3G  NORAH3G	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	PUS1F  PUSTA1F	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	PUS1U  PUSTA1U	LHBP		2005356	2	USA	HU	200513	T	9000		
HU33408	2	PUS3G  PUSTA3G	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	PUS3V  PUSTA3V	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	TOR1F  TORNO1F	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	TOR3G  TORNO3G	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	XEG1F  XEGLI1F	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	XEG1U  XEGLI1U	LHBP		2005356	2	USA	HU	200513	T	9000		
HU33408	2	XEG3G  XEGLI3G	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	2	XEG3V  XEGLI3V	LHBP		2005356	1	USA	HU	200513	T	9000		
HU33408	3	I13L-1 ILS RW13L	LHBP		2005356		USA	HU	200513	T	9000		
HU33408	3	I13L-2 ILS RW13L	LHBP		2005356		USA	HU	200513	T	9000		
HU33408	3	I31L   ILS RW31L	LHBP		2005356		USA	HU	200513	T	9000		
HU33408	3	I31R   ILS RW31R	LHBP		2005356		USA	HU	200513	T	9000		
HU33408	3	N13L-1 NDB RW13L	LHBP		2005356		USA	HU	200513	T	9000		
HU33408	3	N13L-2 NDB RW13L	LHBP		2005356		USA	HU	200513	T	9000		
HU33408	3	N13R-1 NDB RW13R	LHBP		2005356		USA	HU	200513	T	9000		
HU33408	3	N13R-2 NDB RW13R	LHBP		2005356		USA	HU	200513	T	9000		
HU33408	3	N31L   NDB RW31L	LHBP		2005356		USA		200513	T	9000		
HU33408	3	N31R   NDB RW31R	LHBP		2005356		USA	HU	200513	T	9000		
IC03846	2	EL1A	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	EL1B	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	EL2A	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	EL2B	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	EL3	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	EL4A	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	EL4B	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	KEF1	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	KEF2	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	KEF3	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	KEF4	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	PA1	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	PA2	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	PA3	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	PA4	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	RE1	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	RE2	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	RE3	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	RE4	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	RH1A	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	SA1A	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	SA2	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	SA3	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	SA4	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	SU1	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	SU2	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	SU3	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	2	SU4	BIRK	07800	2004356		USN	IC	200513	T	7000		
IC03846	3	I19    ILS RW19	BIRK	07800	2006019		USN	IC	200601	T	7000		
IC03846	3	L13    LLZ/DME RW13	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	3	Q13    NDBDME RW13	BIRK	07800	2005356		USN	IC	200513	T	7000		
IC03846	3	Q20-3  SA NDB/DME RW19	BIRK	07800	2006019		USN	IC	200601	T	7000		
IC07968	2	ALD1A  ALDAN 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	BRE1A  BREKI 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	CEL1A  CELLO 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	DRO1A  DROMI 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	ELL1A  ELLIDAVATN 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	EMB1A  EMBLA 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	ENI1A  ENIMI 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	ENK1A  ENIKA 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	FLO1A  FLOSI 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	GIM1A  GIMLI 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	HEK1A  HEKLA 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	KEL1A  KELAL 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	KEM1A  KEMIS 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	SIR1A  SIRVO 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	SKA1A  SKAGI 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	2	SKD1A  SKARD 1A	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	D02-H  HI VORDME RW02	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	D02-Y  VORDME Y RW02	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	D02-Z  VORDME Z RW02	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	D11    VOR/DME RW11	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	D11-H  HI VORDME RW11	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	D20    VORDME RW20	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	D20-H  HI VORDME RW20	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	D29    VORDME RW29	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	D29-H  HI VORDME RW29	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	I02    ILS/DME RW02	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	I11    ILS RW11	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	I11-3  ILS/DME RW11	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	I11-4  HI ILS/DME RW11	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	I11-H  HI ILS RW11	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	I20    ILS/DME RW20	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	I20-H  HI ILS/DME RW20	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	I29    ILS/DME RW29	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	I29-H  HI ILS/DME RW29	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	N11    NDB RW11	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	N11-H  HI NDB RW11	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	T02-H  HI TACAN RW02	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	T02-Y  TACAN Y RW02	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	T02-Z  TACAN Z RW02	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	T11    TACAN RW11	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	T11-H  HI TACAN RW11	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	T20    TACAN RW20	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	T20-H  HI TACAN RW20	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	T29    TACAN RW29	BIKF	07500	2006019		USN	IC	200601	T	7000		
IC07968	3	T29-H  HI TACAN RW29	BIKF	07500	2005244		USN	IC	200601	T	7000		
IC09597	3	LDME   LLZDME 38	BIAR		2003219		USN	IC	200401	T	7000		
IC21133	3	L04    ILS(LOC) RW04	BIEG		2004078		USN	IC	200403	T	7000		
IC21133	3	Q04    NDB/DME RW04	BIEG		2004078		USN	IC	200403	T	7000		
IC30498	3	Q04    NDBDME RW04	BIVM	07800	2004190		USN	IC	200407	T	7000		
IC30498	3	Q13    NDBDME RW13	BIVM	07800	2004190		USN	IC	200407	T	7000		
IC30498	3	Q31    NDBDME RW31	BIVM	07800	2004190		USN	IC	200407	T	7000		
ID89037	3	D10-1  VORDME RW10	WARR		2005020		USN	PTAPI	200501	T	11000	13000	
ID89037	3	D10-2  VORDME RW10(HL)	WARR		2005020		USN	PTAPI	200501	T	11000	13000	
ID89037	3	D28    VOR/DME RW28	WARR	14400	2005020		USN	PTAPI	200501	T	11000	13000	
ID89037	3	I10    ILS RW10	WARR	14400	2005076		USN	PTAPI	200503	T	11000	13000	
ID89037	3	N10    NDB RW10	WARR		2005020		USN	PTAPI	200501	T	11000	13000	
IN00006	2	ARONA1	VOCI		2004050		USAF		200402	T	6500		
IN00006	2	ARONA2	VOCI		2004050		USAF		200402	T	6500		
IN00006	2	ARONA3	VOCI		2004050		USAF		200402	T	6500		
IN00006	3	D09    VOR/DME RW09	VOCI		2006047	1	USAF	AAI	200602	T	6500		
IN00006	3	I27    DVOR DME/ILS DME RW27	VOCI		2004050		USAF		200402	T	6500		
IN00006	3	S09    VOR RW09	VOCI		2006047	1	USAF	AAI	200602	T	6500		
IN29152	2	DOPID1 DOPID-1	VECC		2005020	3	USAF	IN	200501	T			
IN29152	2	DOPID2 DOPID-2	VECC		2005020	3	USAF	IN	200501	T			
IN29152	3	I01R-1 ILS RW01R (RACETRACK)	VECC		2005020	1	USAF	IN	200501	T	4000		
IN29152	3	I01R-2 ILS RW01R (TEARDROP)	VECC		2005020	1	USAF	IN	200501	T	4000		
IN77304	2	EPKOS1 EPKOS 1A	VABB		2003023		USAF	IN	200405	T			
IN77304	2	EPKOS2 EPKOS 2A	VABB		2003023		USAF	IN	200405	T			
IN77304	2	EPKOS3 EPKOS 3A	VABB		2003023		USAF	IN	200405	T			
IN77304	3	D09-1  VOR/DME RW09 (CAT AB)	VABB		2006047	1	USAF	IN	200602	T	4000		
IN77304	3	D09-3  VOR/DME RW09 (CAT CD)	VABB		2006047	1	USAF	IN	200602	T	4000		
IN77304	3	I09    ILS/DME RW09	VABB		2006047	1	USAF	IN	200602	T	4000		
IN77304	3	I14    ILS/DME RW14	VABB		2006047	1	USAF	IN	200602	T	4000		
IN77304	3	S09-1  VOR RW09 (CAT AB)	VABB		2006047	1	USAF	IN	200602	T	4000		
IN77304	3	S09-3  VOR RW09 (CAT CD)	VABB		2006047	1	USAF	IN	200602	T	4000		
IN91649	2	ASOV1A ASOVO 1A	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	ASOV1B ASOVO 1B	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	ASOV1C ASOVO 1C	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	ASOV1D ASOVO 1D	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	BADATA BADAT 1A	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	BADATB BADAT 1B	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	BADATC BADAT 1C	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	BADATD BADAT 1D	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	BUTOPA BUTOP 1A	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	BUTOPB BUTOP 1B	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	BUTOPC BUTOP 1C	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	BUTOPD BUTOP 1D	VIDP		2005020		USAF	IN	200501	T	4000		
IN91649	2	LETPUA LETPU 1A	VIDP		2005020		USAF	IN	200501	T			
IN91649	2	LETPUB LETPU 1B	VIDP		2005020		USAF	IN	200501	T			
IN91649	2	LETPUC LETPU 1C	VIDP		2005020		USAF	IN	200501	T			
IN91649	2	LETPUD LETPU 1D	VIDP		2005020		USAF	IN	200501	T			
IN91649	3	D09    VOR/DME ARC  RW09	VIDP		2005132		USAF	IN	200505	T	4000		
IN91649	3	D10    VOR/DME RW10	VIDP		2006047	1	USAF	IN	200602	T	4000		
IN91649	3	I10    ILS/DME RW10	VIDP		2006047	1	USAF	IN	200602	T	4000		
IN91649	3	I27    ILS/DME RW27	VIDP		2005188		USAF	IN	200507	T	4000		
IN91649	3	I28    ILS/DME RW28	VIDP		2005132		USAF	IN	200505	T	4000		
IO21004	3	B13    LOC/DME BC RW13	FJDG	01300	2005244		USN		200509		17000	18000	
IO21004	3	D13    VORDME RW13	FJDG	01300	2004274		USN		200501		17000	18000	
IO21004	3	D13-H  HI VORDME RW13	FJDG	01300	2004274		USN		200410		17000	18000	
IO21004	3	D31    VORDME RW31	FJDG	01300	2004274		USN		200410		17000	18000	
IO21004	3	D31-H  HI VORDME RW31	FJDG	01300	2004274		USN		200410		17000	18000	
IO21004	3	G13    RNAV (GPS) RW13	FJDG		2004274		USN		200410		17000	18000	
IO21004	3	G31    RNAV (GPS) RW31	FJDG		2004274		USN		200410		17000	18000	
IO21004	3	I31    ILS RW31	FJDG	01300	2005020		USN		200501		17000	18000	
IO21004	3	Q13    NDB/DME RW13	FJDG	01300	2005300		USN		200511		17000	18000	
IO21004	3	Q31    NDB/DME RW31	FJDG	01300	2005300		USN		200511		17000	18000	
IO21004	3	T13    TACAN RW13	FJDG	01300	2004274		USN		200410		17000	18000	
IO21004	3	T13-H  HI TACAN RW13	FJDG	01300	2004274		USN		200410		17000	18000	
IO21004	3	T31    TACAN RW31	FJDG	01300	2004274		USN		200410		17000	18000	
IO21004	3	T31-H  HI TACAN RW31	FJDG	01300	2004274		USN		200410		17000	18000	
IS44592	2	DEE1A  DEENA1A	LLBG		2004358	4	USAF	IS	200413	T	10500		
IS44592	2	DEE1B  DEENA1B	LLBG		2004358	4	USAF	IS	200413	T	10500		
IS44592	2	DEE1C  DEENA1C	LLBG		2004358	4	USAF	IS	200413	T	10500		
IS44592	2	DEE1D  DEENA1D	LLBG		2004358	4	USAF	IS	200413	T	10500		
IS44592	2	DEE1E  DEENA1E	LLBG		2004358	4	USAF	IS	200413	T	10500		
IS44592	2	DEE1F  DEENA1F	LLBG		2004358	4	USAF	IS	200413	T	10500		
IS44592	2	DEE1FS DEENA1F SPECIAL	LLBG		2004358	4	USAF	IS	200413	T	10500		
IS44592	2	TAL2E  TALMI2E	LLBG	11300	2004358	4	USAF	IS	200413	T	10500		
IS44592	2	TAL2F  TALMI2F	LLBG	11300	2004358	4	USAF	IS	200413	T	10500		
IS44592	2	TAL2FS TALMI2F(SPECIAL)	LLBG	11300	2004358	4	USAF	IS	200413	T	10500		
IS44592	3	I12    ILS DME/ILS RW12	LLBG		2005048	4	USAF	IS	200502	T	10500	11500	
IT04966	3	I16L   ILS RW16L	LIRF		2005132	1	USA	IT	200505	T	6000		
IT04966	3	I16R   ILS RW16R	LIRF		2005132	1	USA	IT	200505	T	6000		
IT04966	3	I25    ILS RW25	LIRF		2005132	1	USA	IT	200505	T	6000		
IT04966	3	I34L   ILS DME RW34L	LIRF		2005132	1	USA	IT	200505	T	6000		
IT04966	3	I34R   ILS RW34R	LIRF		2005132	1	USA	IT	200505	T	6000		
IT07616	2	ALG1A  ALGHERO1A	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	CAR5D  CARBONARA5D	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	CAR5E  CARBONARA5E	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	DAW1A  DAWN1A	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	DAW1B  DAWN1B	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	KOV5F  KOVAS5F	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	KOV5G  KOVAS5G	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	KOV5H  KOVAS5H	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	KOV5I  KOVAS5I	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	NDALG  NDB ALGHERO	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	NDCAR  NDB CARBONARA	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	RAM5C  RAMEN5C	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	RAM5D  RAMEN5D	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	RAM5E  RAMEN5E	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	TAB5A  TABOT5A	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	TAB5B  TABOT5B	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	TAB5C  TABOT5C	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	2	TAB5D  TABOT5D	LIED	08200	2006075		USN	ITAF	200603	T	6000		
IT07616	3	T17L   TACAN RW17L	LIED	08200	2006075		USN	ITAF	200603	T	6000		
